seq,ph,yaw_deg,pitch_deg,roll_deg,lat_deg,lon_deg,alt_gps_m,temp_C,press_hPa,hum_pct,alt_bme_m,ax,ay,az,a
39,2,284.5,7.1,-5.2,nan,nan,0.0,34.55,1023.01,23.79,-81.02,-2.650,-2.970,8.360,9.259
40,2,276.4,10.8,-2.7,nan,nan,0.0,34.55,1023.04,23.77,-81.30,-1.410,-2.120,11.840,12.111
41,2,276.4,10.8,-2.7,nan,nan,0.0,34.55,1023.04,23.77,-81.30,-1.410,-2.120,11.840,12.111
42,2,276.4,10.8,-2.7,nan,nan,0.0,34.55,1023.04,23.77,-81.30,-1.410,-2.120,11.840,12.111
43,2,276.4,10.8,-2.7,nan,nan,0.0,34.55,1023.04,23.77,-81.30,-1.410,-2.120,11.840,12.111
44,2,277.9,10.9,-7.2,nan,nan,0.0,34.48,1023.02,23.82,-81.23,-1.630,-2.230,9.890,10.268
45,2,277.9,10.9,-7.2,nan,nan,0.0,34.48,1023.02,23.82,-81.23,-1.630,-2.230,9.890,10.268
46,2,277.9,10.9,-7.2,nan,nan,0.0,34.48,1023.02,23.82,-81.23,-1.630,-2.230,9.890,10.268
47,2,277.9,10.9,-7.2,nan,nan,0.0,34.48,1023.02,23.82,-81.23,-1.630,-2.230,9.890,10.268
48,2,278.3,13.1,-8.4,nan,nan,0.0,34.44,1023.02,23.91,-81.24,-1.850,-2.260,10.350,10.754
49,2,278.3,13.1,-8.4,nan,nan,0.0,34.44,1023.02,23.91,-81.24,-1.850,-2.260,10.350,10.754
50,2,278.3,13.1,-8.4,nan,nan,0.0,34.44,1023.02,23.91,-81.24,-1.850,-2.260,10.350,10.754
51,2,278.3,13.1,-8.4,nan,nan,0.0,34.44,1023.02,23.91,-81.24,-1.850,-2.260,10.350,10.754
52,2,278.8,15.3,-8.0,nan,nan,0.0,34.45,1023.03,23.74,-80.95,-1.420,-3.090,10.440,10.980
53,2,278.8,15.3,-8.0,nan,nan,0.0,34.45,1023.03,23.74,-80.95,-1.420,-3.090,10.440,10.980
54,2,278.8,15.3,-8.0,nan,nan,0.0,34.45,1023.03,23.74,-80.95,-1.420,-3.090,10.440,10.980
55,2,278.8,15.3,-8.0,nan,nan,0.0,34.45,1023.03,23.74,-80.95,-1.420,-3.090,10.440,10.980
56,2,279.0,14.8,-9.1,nan,nan,0.0,34.45,1023.03,24.10,-80.87,-1.750,-2.790,10.250,10.766
57,2,279.0,14.8,-9.1,nan,nan,0.0,34.45,1023.03,24.10,-80.87,-1.750,-2.790,10.250,10.766
58,2,279.0,14.8,-9.1,nan,nan,0.0,34.45,1023.03,24.10,-80.87,-1.750,-2.790,10.250,10.766
59,2,279.0,14.8,-9.1,nan,nan,0.0,34.45,1023.03,24.10,-80.87,-1.750,-2.790,10.250,10.766
60,2,279.2,14.1,-9.2,nan,nan,0.0,34.47,1023.00,23.96,-80.79,-1.810,-2.650,10.110,10.607
61,2,279.2,14.1,-9.2,nan,nan,0.0,34.47,1023.00,23.96,-80.79,-1.810,-2.650,10.110,10.607
62,2,279.2,14.1,-9.2,nan,nan,0.0,34.47,1023.00,23.96,-80.79,-1.810,-2.650,10.110,10.607
63,2,279.2,14.1,-9.2,nan,nan,0.0,34.47,1023.00,23.96,-80.79,-1.810,-2.650,10.110,10.607
64,2,278.9,12.8,-8.9,nan,nan,0.0,34.49,1023.03,24.01,-80.78,-1.680,-2.390,10.100,10.514
65,2,278.9,12.8,-8.9,nan,nan,0.0,34.49,1023.03,24.01,-80.78,-1.680,-2.390,10.100,10.514
66,2,278.9,12.8,-8.9,nan,nan,0.0,34.49,1023.03,24.01,-80.78,-1.680,-2.390,10.100,10.514
67,2,278.9,12.8,-8.9,nan,nan,0.0,34.49,1023.03,24.01,-80.78,-1.680,-2.390,10.100,10.514
68,2,278.4,12.4,-8.9,nan,nan,0.0,34.52,1022.98,23.86,-80.39,-1.670,-2.290,10.200,10.586
69,2,278.4,12.4,-8.9,nan,nan,0.0,34.52,1022.98,23.86,-80.39,-1.670,-2.290,10.200,10.586
70,2,278.4,12.4,-8.9,nan,nan,0.0,34.52,1022.98,23.86,-80.39,-1.670,-2.290,10.200,10.586
71,2,278.4,12.4,-8.9,nan,nan,0.0,34.52,1022.98,23.86,-80.39,-1.670,-2.290,10.200,10.586
72,2,278.1,12.4,-8.6,nan,nan,0.0,34.53,1022.98,24.05,-80.36,-1.660,-2.370,10.160,10.564
73,2,278.1,12.4,-8.6,nan,nan,0.0,34.53,1022.98,24.05,-80.36,-1.660,-2.370,10.160,10.564
74,2,278.1,12.4,-8.6,nan,nan,0.0,34.53,1022.98,24.05,-80.36,-1.660,-2.370,10.160,10.564
75,2,278.1,12.4,-8.6,nan,nan,0.0,34.53,1022.98,24.05,-80.36,-1.660,-2.370,10.160,10.564
76,2,278.0,12.4,-9.0,nan,nan,0.0,34.55,1022.94,24.10,-80.35,-1.780,-2.350,10.190,10.608
77,2,278.0,12.4,-9.0,nan,nan,0.0,34.55,1022.94,24.10,-80.35,-1.780,-2.350,10.190,10.608
78,2,278.0,12.4,-9.0,nan,nan,0.0,34.55,1022.94,24.10,-80.35,-1.780,-2.350,10.190,10.608
79,2,278.0,12.4,-9.0,nan,nan,0.0,34.55,1022.94,24.10,-80.35,-1.780,-2.350,10.190,10.608
80,2,277.7,-2035.4,-9.4,nan,nan,0.0,34.55,1022.90,24.47,-79.98,-1.900,-2.360,10.170,10.612
81,2,277.7,-2035.4,-9.4,nan,nan,0.0,34.55,1022.90,24.47,-79.98,-1.900,-2.360,10.170,10.612
82,2,277.7,-2035.4,-9.4,nan,nan,0.0,34.55,1022.90,24.47,-79.98,-1.900,-2.360,10.170,10.612
83,2,277.7,-2035.4,-9.4,nan,nan,0.0,34.55,1022.90,24.47,-79.98,-1.900,-2.360,10.170,10.612
84,2,278.6,12.9,-9.5,nan,nan,0.0,34.55,1022.87,23.73,-79.84,-1.850,-2.460,10.110,10.568
85,2,278.6,12.9,-9.5,nan,nan,0.0,34.55,1022.87,23.73,-79.84,-1.850,-2.460,10.110,10.568
86,2,278.6,12.9,-9.5,nan,nan,0.0,34.55,1022.87,23.73,-79.84,-1.850,-2.460,10.110,10.568
87,2,280.1,12.8,-8.9,nan,nan,0.0,34.54,1022.87,23.96,-79.58,-1.910,-2.400,10.220,10.670
88,2,280.1,12.8,-8.9,nan,nan,0.0,34.54,1022.87,23.96,-79.58,-1.910,-2.400,10.220,10.670
89,2,280.1,12.8,-8.9,nan,nan,0.0,34.54,1022.87,23.96,-79.58,-1.910,-2.400,10.220,10.670
90,2,280.1,12.8,-8.9,nan,nan,0.0,34.54,1022.87,23.96,-79.58,-1.910,-2.400,10.220,10.670
91,2,279.8,12.7,-8.2,nan,nan,0.0,34.56,1022.83,24.21,-79.40,-1.650,-2.450,10.180,10.600
92,2,279.8,12.7,-8.2,nan,nan,0.0,34.56,1022.83,24.21,-79.40,-1.650,-2.450,10.180,10.600
93,2,279.8,12.7,-8.2,nan,nan,0.0,34.56,1022.83,24.21,-79.40,-1.650,-2.450,10.180,10.600
94,2,279.8,12.7,-8.2,nan,nan,0.0,34.56,1022.83,24.21,-79.40,-1.650,-2.450,10.180,10.600
95,2,280.2,12.1,-9.2,nan,nan,0.0,34.56,1022.81,24.32,-79.27,-1.880,-2.340,10.130,10.565
96,2,280.2,12.1,-9.2,nan,nan,0.0,34.56,1022.81,24.32,-79.27,-1.880,-2.340,10.130,10.565
97,2,280.2,12.1,-9.2,nan,nan,0.0,34.56,1022.81,24.32,-79.27,-1.880,-2.340,10.130,10.565
98,2,280.2,12.1,-9.2,nan,nan,0.0,34.56,1022.81,24.32,-79.27,-1.880,-2.340,10.130,10.565
99,2,285.4,8.5,-7.5,nan,nan,0.0,34.56,1022.78,24.05,-79.13,-1.830,-1.590,10.630,10.903
100,2,285.4,8.5,-7.5,nan,nan,0.0,34.56,1022.78,24.05,-79.13,-1.830,-1.590,10.630,10.903
101,2,285.4,8.5,-7.5,nan,nan,0.0,34.56,1022.78,24.05,-79.13,-1.830,-1.590,10.630,10.903
102,2,285.4,8.5,-7.5,nan,nan,0.0,34.56,1022.78,24.05,-79.13,-1.830,-1.590,10.630,10.903
103,2,283.1,-5.2,-9.1,nan,nan,0.0,34.56,1022.82,24.54,-79.11,-2.330,0.770,9.290,9.609
104,2,283.1,-5.2,-9.1,nan,nan,0.0,34.56,1022.82,24.54,-79.11,-2.330,0.770,9.290,9.609
105,2,283.1,-5.2,-9.1,nan,nan,0.0,34.56,1022.82,24.54,-79.11,-2.330,0.770,9.290,9.609
106,2,13.8,-4.9,-6.9,nan,nan,0.0,34.54,1022.79,26.14,-79.13,-1.460,0.540,9.800,9.923
107,2,284.6,-4.9,-6.9,nan,nan,0.0,34.54,1022.79,26.14,-79.13,-1.460,0.540,9.800,9.923
108,2,284.6,-4.9,-6.9,nan,nan,0.0,34.54,1022.79,26.14,-79.13,-1.460,0.540,9.800,9.923
109,2,284.6,-4.9,-6.9,nan,nan,0.0,34.54,1022.79,26.14,-79.13,-1.460,0.540,9.800,9.923
110,2,285.1,-4.2,-4.9,nan,nan,0.0,34.52,1022.79,26.28,-79.09,-1.040,0.570,9.650,9.723
111,2,285.1,-4.2,-4.9,nan,nan,0.0,34.52,1022.79,26.28,-79.09,-1.040,0.570,9.650,9.723
112,2,285.1,-4.2,-4.9,nan,nan,0.0,34.52,1022.79,26.28,-79.09,-1.040,0.570,9.650,9.723
113,2,285.1,-4.2,-4.9,nan,nan,0.0,34.52,1022.79,26.28,-79.09,-1.040,0.570,9.650,9.723
114,2,284.4,-1.9,-7.2,nan,nan,0.0,34.51,1022.76,26.69,-79.26,-1.440,0.320,9.880,9.990
115,2,284.4,-1.9,-7.2,nan,nan,0.0,34.51,1022.76,26.69,-79.26,-1.440,0.320,9.880,9.990
116,2,284.4,-1.9,-7.2,nan,nan,0.0,34.51,1022.76,26.69,-79.26,-1.440,0.320,9.880,9.990
117,2,284.4,-1.9,-7.2,nan,nan,0.0,34.51,1022.76,26.69,-79.26,-1.440,0.320,9.880,9.990
118,2,284.9,0.1,-6.5,nan,nan,0.0,34.53,1022.74,26.26,-79.05,-1.200,-0.040,9.900,9.973
119,2,284.9,0.1,-6.5,nan,nan,0.0,34.53,1022.74,26.26,-79.05,-1.200,-0.040,9.900,9.973
120,2,284.9,0.1,-6.5,nan,nan,0.0,34.53,1022.74,26.26,-79.05,-1.200,-0.040,9.900,9.973
121,2,284.9,0.1,-6.5,nan,nan,0.0,34.53,1022.74,26.26,-79.05,-1.200,-0.040,9.900,9.973
122,2,284.0,0.9,-6.8,nan,nan,0.0,34.55,1022.76,26.67,-78.35,-1.190,-0.170,9.970,10.042
123,2,284.0,0.9,-6.8,nan,nan,0.0,34.55,1022.76,26.67,-78.35,-1.190,-0.170,9.970,10.042
124,2,284.0,0.9,-6.8,nan,nan,0.0,34.55,1022.76,26.67,-78.35,-1.190,-0.170,9.970,10.042
125,2,284.0,0.9,-6.8,nan,nan,0.0,34.55,1022.76,26.67,-78.35,-1.190,-0.170,9.970,10.042
126,2,283.7,2.4,-7.0,nan,nan,0.0,34.55,1022.76,25.90,-78.98,-1.350,-0.440,9.900,10.001
127,2,283.7,2.4,-7.0,nan,nan,0.0,34.55,1022.76,25.90,-78.98,-1.350,-0.440,9.900,10.001
128,2,283.7,2.4,-7.0,nan,nan,0.0,34.55,1022.76,25.90,-78.98,-1.350,-0.440,9.900,10.001
129,2,283.7,2.4,-7.0,nan,nan,0.0,34.55,1022.76,25.90,-78.98,-1.350,-0.440,9.900,10.001
130,2,283.8,4.5,-6.2,nan,nan,0.0,34.56,1022.78,25.77,-79.04,-1.000,-0.830,10.110,10.193
131,2,283.8,4.5,-6.2,nan,nan,0.0,34.56,1022.78,25.77,-79.04,-1.000,-0.830,10.110,10.193
132,2,283.8,4.5,-6.2,nan,nan,0.0,34.56,1022.78,25.77,-79.04,-1.000,-0.830,10.110,10.193
133,2,283.8,4.5,-6.2,nan,nan,0.0,34.56,1022.78,25.77,-79.04,-1.000,-0.830,10.110,10.193
134,2,283.7,5.4,-5.9,nan,nan,0.0,34.56,1022.80,25.46,-79.22,-1.050,-0.880,10.080,10.173
135,2,283.7,5.4,-5.9,nan,nan,0.0,34.56,1022.80,25.46,-79.22,-1.050,-0.880,10.080,10.173
136,2,283.7,5.4,-5.9,nan,nan,0.0,34.56,1022.80,25.46,-79.22,-1.050,-0.880,10.080,10.173
137,2,283.7,5.4,-5.9,nan,nan,0.0,34.56,1022.80,25.46,-79.22,-1.050,-0.880,10.080,10.173
138,2,283.5,5.8,-6.1,nan,nan,0.0,34.56,1022.78,25.45,-79.28,-1.100,-0.890,10.120,10.218
139,2,283.5,5.8,-6.1,nan,nan,0.0,34.56,1022.78,25.45,-79.28,-1.100,-0.890,10.120,10.218
140,2,283.5,5.8,-6.1,nan,nan,0.0,34.56,1022.78,25.45,-79.28,-1.100,-0.890,10.120,10.218
141,2,283.5,5.8,-6.1,nan,nan,0.0,34.56,1022.78,25.45,-79.28,-1.100,-0.890,10.120,10.218
142,2,283.4,6.4,-5.9,nan,nan,0.0,34.58,1022.79,25.66,-79.27,-1.110,-1.000,10.190,10.299
143,2,283.4,6.4,-5.9,nan,nan,0.0,34.58,1022.79,25.66,-79.27,-1.110,-1.000,10.190,10.299
144,2,283.4,6.4,-5.9,nan,nan,0.0,34.58,1022.79,25.66,-79.27,-1.110,-1.000,10.190,10.299
145,2,13.1,7.8,-5.6,nan,nan,0.0,34.59,1022.80,26.22,-79.23,-0.970,-1.240,10.220,10.341
146,2,283.2,7.8,-5.6,nan,nan,0.0,34.59,1022.80,26.22,-79.23,-0.970,-1.240,10.220,10.341
147,2,283.2,7.8,-5.6,nan,nan,0.0,34.59,1022.80,26.22,-79.23,-0.970,-1.240,10.220,10.341
148,2,283.2,7.8,-5.6,nan,nan,0.0,34.59,1022.80,26.22,-79.23,-0.970,-1.240,10.220,10.341
149,2,13.1,11.3,-5.1,nan,nan,0.0,34.60,1022.79,26.46,-79.40,-1.010,-1.950,10.260,10.492
150,2,282.8,11.3,-5.1,nan,nan,0.0,34.60,1022.79,26.46,-79.40,-1.010,-1.950,10.260,10.492
151,2,282.8,11.3,-5.1,nan,nan,0.0,34.60,1022.79,26.46,-79.40,-1.010,-1.950,10.260,10.492
152,2,282.8,11.3,-5.1,nan,nan,0.0,34.60,1022.79,26.46,-79.40,-1.010,-1.950,10.260,10.492
153,2,268.9,11.2,-5.1,nan,nan,0.0,34.63,1022.80,26.44,-79.29,-0.870,-1.630,10.270,10.435
154,2,268.9,11.2,-5.1,nan,nan,0.0,34.63,1022.80,26.44,-79.29,-0.870,-1.630,10.270,10.435
155,2,268.9,11.2,-5.1,nan,nan,0.0,34.63,1022.80,26.44,-79.29,-0.870,-1.630,10.270,10.435
156,2,268.9,11.2,-5.1,nan,nan,0.0,34.63,1022.80,26.44,-79.29,-0.870,-1.630,10.270,10.435
157,2,232.8,8.5,-16.4,nan,nan,0.0,34.64,1022.80,26.76,-79.42,-2.040,-1.590,10.720,11.028
158,2,232.8,8.5,-16.4,nan,nan,0.0,34.64,1022.80,26.76,-79.42,-2.040,-1.590,10.720,11.028
159,2,232.8,8.5,-16.4,nan,nan,0.0,34.64,1022.80,26.76,-79.42,-2.040,-1.590,10.720,11.028
160,2,232.8,8.5,-16.4,nan,nan,0.0,34.64,1022.80,26.76,-79.42,-2.040,-1.590,10.720,11.028
161,2,205.4,7.4,-16.6,nan,nan,0.0,34.65,1022.83,25.95,-79.28,-1.080,-3.050,9.640,10.169
162,2,205.4,7.4,-16.6,nan,nan,0.0,34.65,1022.83,25.95,-79.28,-1.080,-3.050,9.640,10.169
163,2,205.4,7.4,-16.6,nan,nan,0.0,34.65,1022.83,25.95,-79.28,-1.080,-3.050,9.640,10.169
164,2,205.4,7.4,-16.6,nan,nan,0.0,34.65,1022.83,25.95,-79.28,-1.080,-3.050,9.640,10.169
165,2,211.4,6.6,-16.9,nan,nan,0.0,34.64,1022.84,25.55,-79.36,-0.750,-2.000,11.140,11.343
166,2,211.4,6.6,-16.9,nan,nan,0.0,34.64,1022.84,25.55,-79.36,-0.750,-2.000,11.140,11.343
167,2,211.4,6.6,-16.9,nan,nan,0.0,34.64,1022.84,25.55,-79.36,-0.750,-2.000,11.140,11.343
168,2,211.4,6.6,-16.9,nan,nan,0.0,34.64,1022.84,25.55,-79.36,-0.750,-2.000,11.140,11.343
169,2,220.6,8.6,-12.8,nan,nan,0.0,34.62,1022.80,25.28,-79.31,-0.480,-2.390,10.380,10.662
170,2,220.6,8.6,-12.8,nan,nan,0.0,34.62,1022.80,25.28,-79.31,-0.480,-2.390,10.380,10.662
171,2,220.6,8.6,-12.8,nan,nan,0.0,34.62,1022.80,25.28,-79.31,-0.480,-2.390,10.380,10.662
172,2,220.6,8.6,-12.8,nan,nan,0.0,34.62,1022.80,25.28,-79.31,-0.480,-2.390,10.380,10.662
173,2,279.2,3.2,3.8,nan,nan,0.0,34.62,1022.81,25.07,-79.15,-0.660,-1.170,10.270,10.357
174,2,279.2,3.2,3.8,nan,nan,0.0,34.62,1022.81,25.07,-79.15,-0.660,-1.170,10.270,10.357
175,2,279.2,3.2,3.8,nan,nan,0.0,34.62,1022.81,25.07,-79.15,-0.660,-1.170,10.270,10.357
176,2,279.2,3.2,3.8,nan,nan,0.0,34.62,1022.81,25.07,-79.15,-0.660,-1.170,10.270,10.357
177,2,307.9,0.7,17.6,nan,nan,0.0,34.60,1022.78,25.17,-79.22,0.630,-0.320,10.350,10.374
178,2,307.9,0.7,17.6,nan,nan,0.0,34.60,1022.78,25.17,-79.22,0.630,-0.320,10.350,10.374
179,2,307.9,0.7,17.6,nan,nan,0.0,34.60,1022.78,25.17,-79.22,0.630,-0.320,10.350,10.374
180,2,307.9,0.7,17.6,nan,nan,0.0,34.60,1022.78,25.17,-79.22,0.630,-0.320,10.350,10.374
181,2,313.9,4.1,20.4,nan,nan,0.0,34.62,1022.77,24.69,-79.19,1.530,-2.240,9.830,10.197
182,2,313.9,4.1,20.4,nan,nan,0.0,34.62,1022.77,24.69,-79.19,1.530,-2.240,9.830,10.197
183,2,313.9,4.1,20.4,nan,nan,0.0,34.62,1022.77,24.69,-79.19,1.530,-2.240,9.830,10.197
184,2,313.9,4.1,20.4,nan,nan,0.0,34.62,1022.77,24.69,-79.19,1.530,-2.240,9.830,10.197
185,2,311.8,3.1,25.8,nan,nan,0.0,34.61,1022.78,24.82,-78.91,3.350,-1.060,9.390,10.026
186,2,311.8,3.1,25.8,nan,nan,0.0,34.61,1022.78,24.82,-78.91,3.350,-1.060,9.390,10.026
187,2,311.8,3.1,25.8,nan,nan,0.0,34.61,1022.78,24.82,-78.91,3.350,-1.060,9.390,10.026
188,2,311.8,3.1,25.8,nan,nan,0.0,34.61,1022.78,24.82,-78.91,3.350,-1.060,9.390,10.026
189,2,314.1,5.9,26.0,nan,nan,0.0,34.62,1022.76,24.83,-78.98,3.770,-1.490,9.290,10.136
190,2,314.1,5.9,26.0,nan,nan,0.0,34.62,1022.76,24.83,-78.98,3.770,-1.490,9.290,10.136
191,2,314.1,5.9,26.0,nan,nan,0.0,34.62,1022.76,24.83,-78.98,3.770,-1.490,9.290,10.136
192,2,314.1,5.9,26.0,nan,nan,0.0,34.62,1022.76,24.83,-78.98,3.770,-1.490,9.290,10.136
193,2,314.3,7.1,27.7,nan,nan,0.0,34.63,1022.74,24.87,-78.94,4.400,-1.390,9.000,10.114
194,2,314.3,7.1,27.7,nan,nan,0.0,34.63,1022.74,24.87,-78.94,4.400,-1.390,9.000,10.114
195,2,314.3,7.1,27.7,nan,nan,0.0,34.63,1022.74,24.87,-78.94,4.400,-1.390,9.000,10.114
196,2,314.3,7.1,27.7,nan,nan,0.0,34.63,1022.74,24.87,-78.94,4.400,-1.390,9.000,10.114
197,2,312.9,7.9,25.7,nan,nan,0.0,34.64,1022.73,24.54,-78.77,3.840,-1.530,9.050,9.949
198,2,312.9,7.9,25.7,nan,nan,0.0,34.64,1022.73,24.54,-78.77,3.840,-1.530,9.050,9.949
199,2,312.9,7.9,25.7,nan,nan,0.0,34.64,1022.73,24.54,-78.77,3.840,-1.530,9.050,9.949
200,2,42.2,7.6,24.8,nan,nan,0.0,34.65,1022.71,24.46,-78.25,3.800,-1.300,8.960,9.819
201,2,311.9,7.6,24.8,nan,nan,0.0,34.65,1022.71,24.46,-78.25,3.800,-1.300,8.960,9.819
202,2,311.9,7.6,24.8,nan,nan,0.0,34.65,1022.71,24.46,-78.25,3.800,-1.300,8.960,9.819
203,2,311.9,7.6,24.8,nan,nan,0.0,34.65,1022.71,24.46,-78.25,3.800,-1.300,8.960,9.819
204,2,311.8,7.9,24.6,nan,nan,0.0,34.66,1022.71,24.62,-78.72,4.090,-1.200,8.920,9.886
205,2,311.8,7.9,24.6,nan,nan,0.0,34.66,1022.71,24.62,-78.72,4.090,-1.200,8.920,9.886
206,2,311.8,7.9,24.6,nan,nan,0.0,34.66,1022.71,24.62,-78.72,4.090,-1.200,8.920,9.886
207,2,311.8,7.9,24.6,nan,nan,0.0,34.66,1022.71,24.62,-78.72,4.090,-1.200,8.920,9.886
208,2,41.9,7.9,24.7,nan,nan,0.0,34.68,1022.75,24.55,-78.63,3.940,-1.250,9.050,9.949
209,2,41.9,7.9,24.7,nan,nan,0.0,34.68,1022.75,24.55,-78.63,3.940,-1.250,9.050,9.949
210,2,41.9,8.4,25.2,nan,nan,0.0,34.74,1022.73,24.41,-78.89,4.190,-1.460,8.970,10.007
211,2,41.9,8.4,25.2,nan,nan,0.0,34.74,1022.73,24.41,-78.89,4.190,-1.460,8.970,10.007
212,2,41.9,8.4,25.2,nan,nan,0.0,34.74,1022.73,24.41,-78.89,4.190,-1.460,8.970,10.007
213,2,42.1,8.1,25.3,nan,nan,0.0,34.78,1022.74,24.64,-78.82,4.020,-1.340,8.900,9.857
214,2,42.1,8.1,25.3,nan,nan,0.0,34.78,1022.74,24.64,-78.82,4.020,-1.340,8.900,9.857
215,2,42.2,8.2,25.3,nan,nan,0.0,34.82,1022.72,24.18,-78.88,4.110,-1.340,8.830,9.831
216,2,42.2,8.2,25.3,nan,nan,0.0,34.82,1022.72,24.18,-78.88,4.110,-1.340,8.830,9.831
217,2,42.2,8.2,25.2,nan,nan,0.0,34.81,1022.71,23.76,-78.60,4.070,-1.250,8.890,9.857
218,2,42.2,8.2,25.2,nan,nan,0.0,34.81,1022.71,23.76,-78.60,4.070,-1.250,8.890,9.857
219,2,42.2,8.2,25.2,nan,nan,0.0,34.81,1022.71,23.76,-78.60,4.070,-1.250,8.890,9.857
220,2,43.0,8.1,25.3,nan,nan,0.0,34.82,1022.72,24.22,-78.83,4.140,-1.260,8.850,9.851
221,2,43.0,8.1,25.3,nan,nan,0.0,34.82,1022.72,24.22,-78.83,4.140,-1.260,8.850,9.851
