seq,ph,yaw_deg,pitch_deg,roll_deg,lat_deg,lon_deg,alt_gps_m,temp_C,press_hPa,hum_pct,alt_bme_m,ax,ay,az,a
49,2,25.5,17.4,-0.6,30.38783783,130.94445633,4.2,24.27,1023.65,23.29,-86.22,-0.220,-3.090,9.660,10.145
50,2,25.5,17.4,-0.6,30.38783783,130.94445633,4.2,24.27,1023.65,23.29,-86.22,-0.220,-3.090,9.660,10.145
51,2,33.6,15.1,-2.0,30.38783783,130.94445633,4.2,24.28,1023.65,23.53,-86.30,-0.640,-2.730,9.730,10.126
52,2,33.6,15.1,-2.0,30.38783783,130.94445633,4.2,24.28,1023.65,23.53,-86.30,-0.640,-2.730,9.730,10.126
53,2,46.7,14.1,-1.4,30.38782100,130.94446767,4.2,24.31,1023.67,22.83,-86.04,-0.880,-2.910,9.080,9.575
54,2,50.4,14.1,-1.4,30.38782100,130.94446767,4.2,24.31,1023.67,22.83,-86.04,-0.880,-2.910,9.080,9.575
55,2,50.4,14.1,-1.4,30.38782100,130.94446767,4.2,24.31,1023.67,22.83,-86.04,-0.880,-2.910,9.080,9.575
56,2,61.8,11.8,2.1,30.38782100,130.94446767,4.2,24.34,1023.68,23.37,-86.56,-0.740,-2.700,9.480,9.885
57,2,61.8,11.8,2.1,30.38782100,130.94446767,4.2,24.34,1023.68,23.37,-86.56,-0.740,-2.700,9.480,9.885
58,2,61.8,11.8,2.1,30.38782100,130.94446767,4.2,24.34,1023.68,23.37,-86.56,-0.740,-2.700,9.480,9.885
59,2,57.2,13.9,0.9,30.38782100,130.94446767,4.2,24.34,1023.67,23.47,-86.36,-0.950,-3.360,9.290,9.925
60,2,57.2,13.9,0.9,30.38782100,130.94446767,4.2,24.34,1023.67,23.47,-86.36,-0.950,-3.360,9.290,9.925
61,2,57.2,13.9,0.9,30.38782100,130.94446767,4.2,24.34,1023.67,23.47,-86.36,-0.950,-3.360,9.290,9.925
62,2,48.2,18.3,-4.8,30.38782100,130.94446767,4.2,24.32,1023.68,23.12,-86.15,-1.010,-2.950,9.060,9.582
63,2,48.2,18.3,-4.8,30.38782100,130.94446767,4.2,24.32,1023.68,23.12,-86.15,-1.010,-2.950,9.060,9.582
64,2,48.2,18.3,-4.8,30.38782100,130.94446767,4.2,24.32,1023.68,23.12,-86.15,-1.010,-2.950,9.060,9.582
65,2,40.1,19.7,-9.9,30.38782100,130.94446767,4.2,24.29,1023.66,23.37,-86.33,-1.820,-3.140,9.160,9.853
66,2,40.1,19.7,-9.9,30.38782100,130.94446767,4.2,24.29,1023.66,23.37,-86.33,-1.820,-3.140,9.160,9.853
67,2,40.1,19.7,-9.9,30.38782100,130.94446767,4.2,24.29,1023.66,23.37,-86.33,-1.820,-3.140,9.160,9.853
68,2,36.8,20.2,-8.2,30.38782100,130.94446767,4.2,24.26,1023.71,23.47,-86.73,-0.520,-2.670,9.460,9.843
69,2,36.8,20.2,-8.2,30.38782100,130.94446767,4.2,24.26,1023.71,23.47,-86.73,-0.520,-2.670,9.460,9.843
70,2,36.1,22.6,-9.2,30.38782100,130.94446767,4.2,24.28,1023.68,23.42,-86.19,-1.290,-3.700,8.990,9.807
71,2,36.1,22.6,-9.2,30.38782100,130.94446767,4.2,24.28,1023.68,23.42,-86.19,-1.290,-3.700,8.990,9.807
72,2,36.1,22.6,-9.2,30.38782100,130.94446767,4.2,24.28,1023.68,23.42,-86.19,-1.290,-3.700,8.990,9.807
73,2,40.1,21.7,-6.6,30.38782100,130.94446767,4.2,24.29,1023.68,23.49,-86.58,-1.010,-3.640,9.610,10.326
74,2,40.1,21.7,-6.6,30.38782100,130.94446767,4.2,24.29,1023.68,23.49,-86.58,-1.010,-3.640,9.610,10.326
75,2,40.1,21.7,-6.6,30.38782100,130.94446767,4.2,24.29,1023.68,23.49,-86.58,-1.010,-3.640,9.610,10.326
76,2,42.5,19.3,-7.6,30.38782100,130.94446767,4.4,24.29,1023.69,23.50,-86.70,-0.800,-3.260,9.020,9.624
77,2,42.5,19.3,-7.6,30.38782100,130.94446767,4.4,24.29,1023.69,23.50,-86.70,-0.800,-3.260,9.020,9.624
78,2,42.5,19.3,-7.6,30.38782100,130.94446767,4.4,24.29,1023.69,23.50,-86.70,-0.800,-3.260,9.020,9.624
79,2,38.9,17.7,-7.1,30.38782100,130.94446767,4.4,24.29,1023.71,23.49,-86.44,-1.270,-3.090,9.420,9.995
80,2,38.9,17.7,-7.1,30.38782100,130.94446767,4.4,24.29,1023.71,23.49,-86.44,-1.270,-3.090,9.420,9.995
81,2,38.9,17.7,-7.1,30.38782100,130.94446767,4.4,24.29,1023.71,23.49,-86.44,-1.270,-3.090,9.420,9.995
82,2,33.1,18.2,-7.2,30.38782100,130.94446767,4.4,24.28,1023.68,23.55,-86.32,-0.960,-2.680,9.410,9.831
83,2,33.1,18.2,-7.2,30.38782100,130.94446767,4.4,24.28,1023.68,23.55,-86.32,-0.960,-2.680,9.410,9.831
84,2,39.2,18.6,-10.1,30.38782100,130.94446767,4.6,24.25,1023.74,23.48,-86.60,-1.590,-3.020,9.150,9.766
85,2,31.0,18.6,-10.1,30.38782100,130.94446767,4.6,24.25,1023.74,23.48,-86.60,-1.590,-3.020,9.150,9.766
86,2,31.0,18.6,-10.1,30.38782100,130.94446767,4.6,24.25,1023.74,23.48,-86.60,-1.590,-3.020,9.150,9.766
87,2,31.3,19.1,-9.5,30.38782100,130.94446767,4.6,24.22,1023.72,23.84,-86.49,-1.380,-3.410,9.270,9.973
88,2,31.3,19.1,-9.5,30.38782100,130.94446767,4.6,24.22,1023.72,23.84,-86.49,-1.380,-3.410,9.270,9.973
89,2,31.3,19.1,-9.5,30.38782100,130.94446767,4.6,24.22,1023.72,23.84,-86.49,-1.380,-3.410,9.270,9.973
90,2,29.9,18.3,-7.9,30.38782100,130.94446767,4.6,24.21,1023.74,23.67,-86.86,-1.240,-3.320,9.230,9.887
91,2,29.9,18.3,-7.9,30.38782100,130.94446767,4.6,24.21,1023.74,23.67,-86.86,-1.240,-3.320,9.230,9.887
92,2,29.9,18.3,-7.9,30.38782100,130.94446767,4.6,24.21,1023.74,23.67,-86.86,-1.240,-3.320,9.230,9.887
93,2,28.1,15.7,-7.5,30.38782100,130.94446767,4.6,24.19,1023.75,23.64,-86.62,-1.330,-2.870,9.300,9.823
94,2,28.1,15.7,-7.5,30.38782100,130.94446767,4.6,24.19,1023.75,23.64,-86.62,-1.330,-2.870,9.300,9.823
95,2,28.1,15.7,-7.5,30.38782100,130.94446767,4.6,24.19,1023.75,23.64,-86.62,-1.330,-2.870,9.300,9.823
96,2,30.1,11.1,-6.3,30.38782100,130.94446767,5.0,24.19,1023.70,23.67,-86.84,-0.510,-1.970,9.440,9.657
97,2,30.1,11.1,-6.3,30.38782100,130.94446767,5.0,24.19,1023.70,23.67,-86.84,-0.510,-1.970,9.440,9.657
98,2,38.2,12.4,-9.1,30.38782100,130.94446767,5.0,24.17,1023.71,23.81,-87.06,-1.240,-2.490,9.150,9.563
99,2,34.4,12.4,-9.1,30.38782100,130.94446767,5.0,24.17,1023.71,23.81,-87.06,-1.240,-2.490,9.150,9.563
100,2,34.4,12.4,-9.1,30.38782100,130.94446767,5.0,24.17,1023.71,23.81,-87.06,-1.240,-2.490,9.150,9.563
101,2,38.5,14.9,-17.3,30.38782100,130.94446767,5.0,24.16,1023.69,24.11,-86.56,-3.240,-2.380,8.910,9.775
102,2,38.5,14.9,-17.3,30.38782100,130.94446767,5.0,24.16,1023.69,24.11,-86.56,-3.240,-2.380,8.910,9.775
103,2,38.5,14.9,-17.3,30.38782100,130.94446767,5.0,24.16,1023.69,24.11,-86.56,-3.240,-2.380,8.910,9.775
104,2,37.0,13.8,-17.2,30.38782100,130.94446767,5.0,24.15,1023.74,23.95,-86.87,-2.450,-2.020,8.500,9.074
105,2,37.0,13.8,-17.2,30.38782100,130.94446767,5.0,24.15,1023.74,23.95,-86.87,-2.450,-2.020,8.500,9.074
106,2,37.0,13.8,-17.2,30.38782100,130.94446767,5.0,24.15,1023.74,23.95,-86.87,-2.450,-2.020,8.500,9.074
107,2,38.0,16.7,-18.5,30.38782100,130.94446767,5.0,24.10,1023.73,24.04,-86.64,-3.580,-2.520,9.050,10.053
108,2,38.0,16.7,-18.5,30.38782100,130.94446767,5.0,24.10,1023.73,24.04,-86.64,-3.580,-2.520,9.050,10.053
109,2,38.0,16.7,-18.5,30.38782100,130.94446767,5.0,24.10,1023.73,24.04,-86.64,-3.580,-2.520,9.050,10.053
110,2,38.5,14.2,-16.0,30.38782100,130.94446767,5.0,24.04,1023.70,23.80,-87.11,-3.050,-2.590,9.280,10.106
111,2,38.5,14.2,-16.0,30.38782100,130.94446767,5.0,24.04,1023.70,23.80,-87.11,-3.050,-2.590,9.280,10.106
112,2,38.5,14.2,-16.0,30.38782100,130.94446767,5.0,24.04,1023.70,23.80,-87.11,-3.050,-2.590,9.280,10.106
113,2,39.3,10.6,-10.2,30.38783350,130.94445583,5.0,24.01,1023.71,23.96,-86.59,-1.590,-1.320,9.360,9.585
114,2,39.3,10.6,-10.2,30.38783350,130.94445583,5.0,24.01,1023.71,23.96,-86.59,-1.590,-1.320,9.360,9.585
115,2,47.9,8.8,-6.4,30.38783350,130.94445583,5.2,24.00,1023.74,24.04,-86.81,-0.550,-0.750,8.720,8.769
116,2,39.9,8.8,-6.4,30.38783350,130.94445583,5.2,24.00,1023.74,24.04,-86.81,-0.550,-0.750,8.720,8.769
117,2,39.9,8.8,-6.4,30.38783350,130.94445583,5.2,24.00,1023.74,24.04,-86.81,-0.550,-0.750,8.720,8.769
118,2,37.9,9.6,-4.4,30.38783350,130.94445583,5.2,24.01,1023.75,23.97,-86.96,-0.370,-1.890,8.660,8.872
119,2,37.9,9.6,-4.4,30.38783350,130.94445583,5.2,24.01,1023.75,23.97,-86.96,-0.370,-1.890,8.660,8.872
120,2,37.9,9.6,-4.4,30.38783350,130.94445583,5.2,24.01,1023.75,23.97,-86.96,-0.370,-1.890,8.660,8.872
121,2,9.5,8.5,-3.8,30.38783350,130.94445583,5.2,24.03,1023.72,23.96,-87.01,-0.390,-1.320,9.630,9.728
122,2,9.5,8.5,-3.8,30.38783350,130.94445583,5.2,24.03,1023.72,23.96,-87.01,-0.390,-1.320,9.630,9.728
123,2,9.5,8.5,-3.8,30.38783350,130.94445583,5.2,24.03,1023.72,23.96,-87.01,-0.390,-1.320,9.630,9.728
124,2,336.5,10.3,-16.4,30.38783350,130.94445583,4.9,24.04,1023.74,23.91,-86.90,-0.220,-1.730,9.070,9.236
125,2,336.5,10.3,-16.4,30.38783350,130.94445583,4.9,24.04,1023.74,23.91,-86.90,-0.220,-1.730,9.070,9.236
126,2,336.5,10.3,-16.4,30.38783350,130.94445583,4.9,24.04,1023.74,23.91,-86.90,-0.220,-1.730,9.070,9.236
127,2,322.0,8.3,-29.3,30.38783350,130.94445583,4.9,24.04,1023.75,24.10,-86.70,-3.270,-1.720,8.850,9.590
128,2,322.0,8.3,-29.3,30.38783350,130.94445583,4.9,24.04,1023.75,24.10,-86.70,-3.270,-1.720,8.850,9.590
129,2,328.9,10.6,-28.0,30.38783350,130.94445583,4.9,24.04,1023.74,24.25,-86.74,-3.230,-2.400,8.910,9.777
130,2,321.8,10.6,-28.0,30.38783350,130.94445583,4.9,24.04,1023.74,24.25,-86.74,-3.230,-2.400,8.910,9.777
131,2,321.8,10.6,-28.0,30.38783350,130.94445583,4.9,24.04,1023.74,24.25,-86.74,-3.230,-2.400,8.910,9.777
132,2,322.7,14.4,-25.5,30.38783350,130.94445583,4.9,24.04,1023.73,24.12,-86.95,-2.760,-3.150,8.690,9.647
133,2,322.7,14.4,-25.5,30.38783350,130.94445583,4.9,24.04,1023.73,24.12,-86.95,-2.760,-3.150,8.690,9.647
134,2,322.7,14.4,-25.5,30.38783350,130.94445583,4.9,24.04,1023.73,24.12,-86.95,-2.760,-3.150,8.690,9.647
135,2,324.5,19.1,-25.0,30.38783417,130.94444700,5.0,24.02,1023.73,24.10,-87.17,-3.430,-3.450,8.690,9.959
136,2,324.5,19.1,-25.0,30.38783417,130.94444700,5.0,24.02,1023.73,24.10,-87.17,-3.430,-3.450,8.690,9.959
137,2,324.5,19.1,-25.0,30.38783417,130.94444700,5.0,24.02,1023.73,24.10,-87.17,-3.430,-3.450,8.690,9.959
138,2,326.1,17.8,-20.2,30.38783417,130.94444700,5.0,24.02,1023.75,24.36,-86.99,-3.210,-3.650,9.150,10.361
139,2,326.1,17.8,-20.2,30.38783417,130.94444700,5.0,24.02,1023.75,24.36,-86.99,-3.210,-3.650,9.150,10.361
140,2,326.1,17.8,-20.2,30.38783417,130.94444700,5.0,24.02,1023.75,24.36,-86.99,-3.210,-3.650,9.150,10.361
141,2,342.6,17.9,-21.3,30.38783417,130.94444700,5.0,24.00,1023.74,24.57,-86.97,-3.570,-2.730,8.670,9.766
142,2,342.6,17.9,-21.3,30.38783417,130.94444700,5.0,24.00,1023.74,24.57,-86.97,-3.570,-2.730,8.670,9.766
143,2,342.6,17.9,-21.3,30.38783417,130.94444700,5.0,24.00,1023.74,24.57,-86.97,-3.570,-2.730,8.670,9.766
144,2,356.3,11.8,-22.5,30.38783417,130.94444700,4.9,24.00,1023.74,24.37,-87.02,-4.400,-1.550,8.270,9.495
145,2,356.3,11.8,-22.5,30.38783417,130.94444700,4.9,24.00,1023.74,24.37,-87.02,-4.400,-1.550,8.270,9.495
146,2,8.1,15.1,-21.6,30.38783417,130.94444700,4.9,24.01,1023.74,24.56,-86.86,-3.880,-1.480,8.590,9.541
147,2,6.2,15.1,-21.6,30.38783417,130.94444700,4.9,24.01,1023.74,24.56,-86.86,-3.880,-1.480,8.590,9.541
148,2,6.2,15.1,-21.6,30.38783417,130.94444700,4.9,24.01,1023.74,24.56,-86.86,-3.880,-1.480,8.590,9.541
149,2,12.8,11.7,-22.2,30.38783417,130.94444700,4.9,24.00,1023.73,24.49,-86.90,-4.420,-1.850,8.480,9.740
150,2,12.8,11.7,-22.2,30.38783417,130.94444700,4.9,24.00,1023.73,24.49,-86.90,-4.420,-1.850,8.480,9.740
151,2,12.8,11.7,-22.2,30.38783417,130.94444700,4.9,24.00,1023.73,24.49,-86.90,-4.420,-1.850,8.480,9.740
152,2,18.5,12.1,-23.2,30.38783417,130.94444700,4.9,24.00,1023.74,24.53,-86.95,-4.610,-2.230,8.380,9.821
153,2,18.5,12.1,-23.2,30.38783417,130.94444700,4.9,24.00,1023.74,24.53,-86.95,-4.610,-2.230,8.380,9.821
154,2,18.5,12.1,-23.2,30.38783417,130.94444700,4.9,24.00,1023.74,24.53,-86.95,-4.610,-2.230,8.380,9.821
155,2,19.1,13.5,-24.9,30.38783917,130.94443617,4.8,23.98,1023.76,24.43,-87.02,-4.840,-2.220,8.180,9.760
156,2,19.1,13.5,-24.9,30.38783917,130.94443617,4.8,23.98,1023.76,24.43,-87.02,-4.840,-2.220,8.180,9.760
157,2,19.1,13.5,-24.9,30.38783917,130.94443617,4.8,23.98,1023.76,24.43,-87.02,-4.840,-2.220,8.180,9.760
158,2,13.2,15.5,-27.9,30.38783917,130.94443617,4.8,23.97,1023.75,25.63,-86.82,-4.960,-2.350,7.980,9.685
159,2,13.2,15.5,-27.9,30.38783917,130.94443617,4.8,23.97,1023.75,25.63,-86.82,-4.960,-2.350,7.980,9.685
160,2,13.2,15.5,-27.9,30.38783917,130.94443617,4.8,23.97,1023.75,25.63,-86.82,-4.960,-2.350,7.980,9.685
161,2,9.1,18.2,-31.6,30.38783917,130.94443617,4.8,23.98,1023.77,25.48,-87.18,-4.860,-3.560,7.440,9.573
162,2,9.1,18.2,-31.6,30.38783917,130.94443617,4.8,23.98,1023.77,25.48,-87.18,-4.860,-3.560,7.440,9.573
163,2,152.3,21.1,-32.7,30.38783917,130.94443617,4.8,23.98,1023.75,25.67,-87.04,-5.400,-3.360,7.790,10.057
164,2,152.3,21.1,-32.7,30.38783917,130.94443617,4.8,23.98,1023.75,25.67,-87.04,-5.400,-3.360,7.790,10.057
165,2,152.3,21.1,-32.7,30.38783917,130.94443617,4.8,23.98,1023.75,25.67,-87.04,-5.400,-3.360,7.790,10.057
166,2,150.7,20.9,-34.6,30.38783917,130.94443617,4.4,23.96,1023.73,25.31,-87.29,-5.460,-2.940,7.470,9.709
167,2,150.7,20.9,-34.6,30.38783917,130.94443617,4.4,23.96,1023.73,25.31,-87.29,-5.460,-2.940,7.470,9.709
168,2,150.7,20.9,-34.6,30.38783917,130.94443617,4.4,23.96,1023.73,25.31,-87.29,-5.460,-2.940,7.470,9.709
169,2,150.0,19.7,-36.3,30.38783917,130.94443617,4.4,23.93,1023.76,25.31,-87.20,-5.690,-2.780,7.210,9.596
170,2,150.0,19.7,-36.3,30.38783917,130.94443617,4.4,23.93,1023.76,25.31,-87.20,-5.690,-2.780,7.210,9.596
171,2,150.0,19.7,-36.3,30.38783917,130.94443617,4.4,23.93,1023.76,25.31,-87.20,-5.690,-2.780,7.210,9.596
172,2,149.2,19.2,-35.9,30.38783917,130.94443617,4.4,23.91,1023.79,25.27,-87.13,-5.870,-2.590,7.830,10.123
173,2,149.2,19.2,-35.9,30.38783917,130.94443617,4.4,23.91,1023.79,25.27,-87.13,-5.870,-2.590,7.830,10.123
174,2,149.2,19.2,-35.9,30.38783917,130.94443617,4.4,23.91,1023.79,25.27,-87.13,-5.870,-2.590,7.830,10.123
175,2,148.6,18.4,-36.7,30.38783917,130.94443617,4.4,23.89,1023.76,25.21,-87.17,-5.990,-2.300,7.360,9.764
176,2,148.6,18.4,-36.7,30.38783917,130.94443617,4.4,23.89,1023.76,25.21,-87.17,-5.990,-2.300,7.360,9.764
177,2,148.4,19.9,-35.1,30.38783917,130.94443617,4.4,23.86,1023.76,25.23,-87.06,-6.150,-2.770,7.720,10.252
178,2,148.4,19.9,-35.1,30.38783917,130.94443617,4.4,23.86,1023.76,25.23,-87.06,-6.150,-2.770,7.720,10.252
179,2,148.4,19.9,-35.1,30.38783917,130.94443617,4.4,23.86,1023.76,25.23,-87.06,-6.150,-2.770,7.720,10.252
180,2,147.7,19.7,-35.2,30.38783917,130.94443617,4.4,23.82,1023.77,25.16,-87.50,-5.570,-2.990,7.420,9.748
181,2,147.7,19.7,-35.2,30.38783917,130.94443617,4.4,23.82,1023.77,25.16,-87.50,-5.570,-2.990,7.420,9.748
182,2,147.7,19.7,-35.2,30.38783917,130.94443617,4.4,23.82,1023.77,25.16,-87.50,-5.570,-2.990,7.420,9.748
183,2,148.3,19.1,-34.6,30.38783917,130.94443617,4.4,23.79,1023.77,25.23,-87.24,-5.080,-2.630,7.470,9.409
184,2,148.3,19.1,-34.6,30.38783917,130.94443617,4.4,23.79,1023.77,25.23,-87.24,-5.080,-2.630,7.470,9.409
185,2,148.3,19.1,-34.6,30.38783917,130.94443617,4.4,23.79,1023.77,25.23,-87.24,-5.080,-2.630,7.470,9.409
186,2,145.2,17.1,-33.0,30.38783917,130.94443617,4.4,23.75,1023.79,25.11,-87.42,-5.020,-2.500,7.730,9.550
187,2,145.2,17.1,-33.0,30.38783917,130.94443617,4.4,23.75,1023.79,25.11,-87.42,-5.020,-2.500,7.730,9.550
188,2,145.2,17.1,-33.0,30.38783917,130.94443617,4.4,23.75,1023.79,25.11,-87.42,-5.020,-2.500,7.730,9.550
189,2,143.5,17.7,-31.2,30.38783917,130.94443617,4.4,23.71,1023.79,25.30,-87.29,-4.380,-2.330,8.050,9.456
190,2,143.5,17.7,-31.2,30.38783917,130.94443617,4.4,23.71,1023.79,25.30,-87.29,-4.380,-2.330,8.050,9.456
191,2,143.5,17.7,-31.2,30.38783917,130.94443617,4.4,23.71,1023.79,25.30,-87.29,-4.380,-2.330,8.050,9.456
192,2,145.3,15.5,-30.0,30.38783917,130.94443617,4.4,23.69,1023.79,25.22,-87.50,-4.200,-1.950,8.240,9.452
193,2,145.3,15.5,-30.0,30.38783917,130.94443617,4.4,23.69,1023.79,25.22,-87.50,-4.200,-1.950,8.240,9.452
194,2,145.3,15.5,-30.0,30.38783917,130.94443617,4.4,23.69,1023.79,25.22,-87.50,-4.200,-1.950,8.240,9.452
195,2,149.0,16.4,-28.3,30.38783817,130.94441117,3.5,23.70,1023.77,25.04,-87.40,-4.430,-2.270,7.960,9.388
196,2,149.0,16.4,-28.3,30.38783817,130.94441117,3.5,23.70,1023.77,25.04,-87.40,-4.430,-2.270,7.960,9.388
197,2,158.5,14.8,-23.8,30.38783817,130.94441117,3.5,23.74,1023.78,25.00,-87.32,-3.760,-0.780,8.270,9.118
198,2,156.0,14.8,-23.8,30.38783817,130.94441117,3.5,23.74,1023.78,25.00,-87.32,-3.760,-0.780,8.270,9.118
199,2,156.0,14.8,-23.8,30.38783817,130.94441117,3.5,23.74,1023.78,25.00,-87.32,-3.760,-0.780,8.270,9.118
200,2,164.2,15.2,-18.2,30.38783817,130.94441117,3.5,23.76,1023.78,25.42,-87.45,-3.780,-2.590,8.640,9.780
201,2,164.2,15.2,-18.2,30.38783817,130.94441117,3.5,23.76,1023.78,25.42,-87.45,-3.780,-2.590,8.640,9.780
